name,neighbourhood,latitude,longitude,room_type,minimum_nights,price,price_per_night,number_of_reviews,last_review,reviews_per_month
Interior Designer's Dream Retreat Loft,Lower West Side,41.85643605,-87.64679803,Private room,1,$60.00,$60.00,24,07/05/2017,3.03
"Huge, Sunny, Open Loft",Lower West Side,41.85860738,-87.6419257,Entire home/apt,2,$225.00,$112.50,47,13/06/2016,1.5
"Sunny, Spacious, and Close to Transit in Pilsen",Lower West Side,41.85300524,-87.68236087,Entire home/apt,2,$135.00,$67.50,3,30/04/2017,3
Cute and Quiet near Downtown,Lower West Side,41.85597357,-87.67698116,Private room,1,$38.00,$38.00,32,02/04/2017,4.64
Arts District Near McCormick/Loop/Lake/Museums,Lower West Side,41.85666756,-87.64110631,Shared room,1,$60.00,$60.00,82,30/04/2017,6.06
Eclectic top-floor Pilsen private apartment,Lower West Side,41.85685951,-87.66156263,Entire home/apt,2,$99.00,$49.50,8,16/04/2017,0.87
Heart of Chicago Garden Studio,Lower West Side,41.85818242,-87.67782978,Entire home/apt,1,$70.00,$70.00,77,08/05/2017,8.02
Matt's Park Place: The Front Room,Lower West Side,41.85658423,-87.67302812,Private room,1,$20.00,$20.00,6,18/01/2017,0.42
Live in an Artist's Space! 1br,Lower West Side,41.85742163,-87.6639638,Private room,3,$50.00,$16.67,22,17/04/2017,2.47
Pilsen Secret Studio,Lower West Side,41.8568611,-87.66142347,Entire home/apt,2,$220.00,$110.00,0,,
Pilsen Grdn Apt/Rush/UIC/McCormick,Lower West Side,41.85567069,-87.67337743,Entire home/apt,1,$90.00,$90.00,13,25/09/2016,0.58
"Pilsen, Arts District, UIC - Newly Rehabbed 1 bdrm",Lower West Side,41.85739318,-87.65498384,Entire home/apt,2,$100.00,$50.00,25,30/04/2017,3.01
Open space apartment with a beautiful view,Lower West Side,41.8571555,-87.65254805,Entire home/apt,2,$220.00,$110.00,0,,
Buddha Room in Pilsen art district!,Lower West Side,41.85391652,-87.67572207,Private room,2,$65.00,$32.50,114,26/04/2017,2.97
A room in Abigail's Palace,Lower West Side,41.85788579,-87.64392168,Private room,1,$73.00,$73.00,0,,
Updated Great Cozy Apartment minutes from downtown,Lower West Side,41.85860558,-87.66026,Entire home/apt,1,$89.00,$89.00,13,03/05/2017,9.75
Master Suite-Private Exit/Entrance!,Lower West Side,41.85581344,-87.65539561,Private room,2,$70.00,$35.00,106,05/05/2017,8.53
Clean Quiet Open Study loft Apartment in Pilsen,Lower West Side,41.85296664,-87.68362686,Private room,1,$42.00,$42.00,5,21/12/2016,0.61
Matt's Park Place,Lower West Side,41.85613356,-87.67298707,Entire home/apt,1,$60.00,$60.00,60,21/04/2017,4.05
"Eclectic Pilsen, Steps from the train & parks",Lower West Side,41.8539034,-87.67539992,Entire home/apt,3,$150.00,$50.00,26,30/04/2017,2.81
#4 Private Room Near UIC/UIC Medical District,Lower West Side,41.85345787,-87.66539665,Private room,32,$50.00,$1.56,0,,
This Is It! Artist's Studio Gallery,Lower West Side,41.85818279,-87.66279895,Private room,1,$35.00,$35.00,63,05/05/2017,2.76
Beautiful 2BR in peaceful area,Lower West Side,41.84824666,-87.68401038,Entire home/apt,2,$85.00,$42.50,2,27/06/2016,0.18
Matt's Pilsen Place: Flower Power,Lower West Side,41.85624991,-87.67048812,Private room,1,$23.00,$23.00,124,22/04/2017,4.57
Former Storefront Studio,Lower West Side,41.85539289,-87.6563789,Entire home/apt,2,$110.00,$55.00,7,09/05/2017,0.63
Cozy room in the Heart of Chicago,Lower West Side,41.85506232,-87.67667195,Private room,1,$29.00,$29.00,0,,
Private Room - 15 Min from Loop,Lower West Side,41.85654478,-87.67619285,Private room,3,$40.00,$13.33,0,,
Private room in awesome Pilsen area,Lower West Side,41.85874262,-87.64702337,Private room,2,$50.00,$25.00,60,06/05/2017,2.64
Entire 2 BD Apt  w/ 4 Beds (FRONT),Lower West Side,41.85850154,-87.6702701,Entire home/apt,2,$119.00,$59.50,94,23/04/2017,3.28
Massive 2 story designer loft,Lower West Side,41.85833247,-87.64759545,Entire home/apt,3,$349.00,$116.33,16,21/09/2016,0.54
Private Room in Sunny Apartment,Lower West Side,41.85847754,-87.65235852,Private room,2,$70.00,$35.00,1,12/03/2017,0.5
Bright 1 Bedroom in Vibrant Pilsen- Close to CTA,Lower West Side,41.85480551,-87.67759675,Private room,5,$25.00,$5.00,2,02/01/2017,0.42
Chinatown penthouse luxury loft,Armour Square,41.84799884,-87.63404754,Private room,1,$75.00,$75.00,171,03/05/2017,4.94
Chinatown (Private Bedroom)【1】中唐,Armour Square,41.84849955,-87.63114985,Private room,1,$49.00,$49.00,45,07/05/2017,3.97
Futon room near McCormick,Armour Square,41.84890716,-87.63512913,Private room,2,$70.00,$35.00,0,,
HOME SWEET CHICAGO- near McCormick!,Armour Square,41.8505812,-87.63536131,Private room,2,$70.00,$35.00,30,01/05/2017,2.15
Apartment in Chinatown,Armour Square,41.85013982,-87.63667732,Entire home/apt,1,$110.00,$110.00,8,07/05/2017,1.16
Spacious master bedroom near downtown芝加哥阳光主卧,Armour Square,41.85150727,-87.63680978,Private room,1,$88.00,$88.00,19,09/05/2017,1.01
中唐【5】,Armour Square,41.8499303,-87.63132909,Private room,1,$49.00,$49.00,9,01/05/2017,1.56
Large Private Bedroom + Private Bathroom,Armour Square,41.82464679,-87.63081724,Private room,2,$45.00,$22.50,0,,
Chinatown (Private Bedroom)【3】中唐 XIU,Armour Square,41.8488525,-87.63120644,Private room,1,$49.00,$49.00,28,23/04/2017,2.39
Nice Futon/Couch for Short Term - great locations!,Armour Square,41.83841245,-87.63413364,Shared room,1,$38.00,$38.00,2,25/06/2016,0.18
Luxury Apartment in CHICAGO,Armour Square,41.83039353,-87.62981085,Entire home/apt,4,$125.00,$31.25,0,,
Entire 4br Apt! McCormick/Chinatown/South Loop,Armour Square,41.84599819,-87.63276814,Entire home/apt,3,$85.00,$28.33,6,05/04/2017,2.43
"Nearby Chinatown & IIT,Good Price!",Armour Square,41.83831028,-87.63294139,Private room,1,$25.00,$25.00,55,04/05/2017,6.45
Private Master Room w/ Private Bath near McCormick,Armour Square,41.83661366,-87.63427566,Private room,1,$55.00,$55.00,30,24/04/2017,3.02
Whole apartment close to McCormick!,Armour Square,41.84828306,-87.63354007,Entire home/apt,3,$120.00,$40.00,24,03/05/2017,1.31
3 bed/1.5 bth Condo,Armour Square,41.8552477,-87.63506542,Entire home/apt,1,$110.00,$110.00,38,19/03/2017,1.55
Cozy 2 bedroom near downtown芝加哥阳光公寓,Armour Square,41.85420985,-87.63138376,Private room,1,$98.00,$98.00,11,26/04/2017,1.53
Vintage exposed-brick Artist Loft in Chinatown!,Armour Square,41.84994276,-87.63920737,Entire home/apt,2,$160.00,$80.00,1,09/05/2017,1
Near The Loop and McCormick Place,Armour Square,41.8575819,-87.63508297,Entire home/apt,1,$125.00,$125.00,35,13/11/2016,1.47
Spacious 2bedroom combo 两室一厅一卫别墅,Armour Square,41.85437278,-87.63595658,Private room,1,$108.00,$108.00,0,,
New Modern 4 bedrooms Near McCormick Place,Armour Square,41.85339976,-87.63681401,Entire home/apt,1,$169.00,$169.00,29,17/04/2017,2.99
Cozy private room in south loop!,Armour Square,41.84865908,-87.63476338,Private room,2,$55.00,$27.50,9,06/05/2017,1.37
Downtown FreeParking 中国城 Star Room,Armour Square,41.85235794,-87.63790089,Private room,1,$49.00,$49.00,4,18/04/2017,3
Spacious Room/Floor near McCormick and downtown,Armour Square,41.83704027,-87.63401883,Private room,1,$50.00,$50.00,47,30/04/2017,3.37
"Nearby Chinatown, Good Price!",Armour Square,41.83893788,-87.63485502,Private room,1,$29.00,$29.00,0,,
Sunny 3 bedroom  near Downtown  芝加哥阳光三房,Armour Square,41.85015304,-87.63627082,Private room,1,$188.00,$188.00,11,09/05/2017,2.84
3 bed less than 1 mile to McCormick,Armour Square,41.85160042,-87.6385034,Entire home/apt,1,$99.00,$99.00,5,26/04/2017,2.38
Guestroom in Chinatown,Armour Square,41.84779756,-87.63383398,Private room,1,$80.00,$80.00,111,07/05/2017,5.33
Chinatown/South Loop Dream Loft!,Armour Square,41.85167833,-87.63914621,Entire home/apt,1,$300.00,$300.00,0,,
Chinatown (Private Bedroom)【A】中唐QIN,Armour Square,41.85018789,-87.63095717,Private room,1,$59.00,$59.00,27,07/05/2017,2.44
Sunny 2 bedroom combo 精装公寓两房,Armour Square,41.8516963,-87.63598262,Private room,1,$98.00,$98.00,7,30/04/2017,2.92
Natural lighted clean room Free Parking,Armour Square,41.84824705,-87.6405469,Private room,1,$52.00,$52.00,2,18/03/2017,0.63
3BR Entire Apt - Newly Remodeled!,Armour Square,41.84621049,-87.63468581,Entire home/apt,3,$75.00,$25.00,52,31/03/2017,3.14
Sunny chitown 2,Armour Square,41.85011142,-87.63402577,Private room,2,$50.00,$25.00,0,,
Room available in Chinatown,Armour Square,41.85252487,-87.63692369,Private room,2,$99.00,$49.50,1,01/01/2017,0.23
Cozy Room in South loop/Chinatown,Armour Square,41.85769368,-87.63302575,Private room,1,$78.00,$78.00,1,08/05/2017,1
Luxurious Private Bedroom CHICAGO,Armour Square,41.8271166,-87.62992965,Private room,1,$55.00,$55.00,0,,
Chinatown (Private Bedroom)【B】中唐QIN,Armour Square,41.84794159,-87.63255255,Private room,1,$59.00,$59.00,27,23/04/2017,1.86
Sunny master bedroom  near Downtown  芝加哥阳光公寓,Armour Square,41.8513601,-87.63445058,Private room,1,$88.00,$88.00,3,20/03/2017,0.83
Nice master bedroom near downtown 芝加哥阳光公寓,Armour Square,41.85742137,-87.63117399,Private room,1,$88.00,$88.00,19,01/05/2017,2.65
Downtown FreeParking 中国城 Moon Room,Armour Square,41.85246648,-87.63649504,Private room,1,$59.00,$59.00,2,26/04/2017,1.71
New Big House CHICAGO,Armour Square,41.82554334,-87.62984514,Entire home/apt,2,$450.00,$225.00,0,,
Chinatown (Private Bedroom)【4】中唐XIU,Armour Square,41.84842167,-87.63237814,Private room,1,$48.00,$48.00,44,08/05/2017,3.67
Nice3 bedroom nearDowntown  芝加哥阳光三房,Armour Square,41.85633042,-87.63372378,Entire home/apt,1,$188.00,$188.00,17,04/05/2017,2.25
Clean and Cozy Room in Historic Neighborhood,Armour Square,41.84148231,-87.63191846,Private room,1,$38.00,$38.00,6,24/04/2017,4.86
Private room in Heart of Chinatown,Armour Square,41.85029595,-87.63239922,Private room,2,$65.00,$32.50,101,02/05/2017,4.29
Sunny Chinatown Room,Armour Square,41.8481486,-87.63476997,Private room,2,$60.00,$30.00,0,,
2 Twin Private Bedroom + Bath & Jacuzzi,Armour Square,41.82876523,-87.63367463,Private room,1,$45.00,$45.00,0,,
Spacious3bedroom 2bath combo 三室两卫别墅,Armour Square,41.85152834,-87.63853962,Private room,1,$188.00,$188.00,5,08/04/2017,2.59
South Loop Modern Condo!3 Bedrooms,Armour Square,41.85210469,-87.63429163,Entire home/apt,1,$128.00,$128.00,39,23/04/2017,2.67
3 Bedroom Apt! Bridgeport/McCormick,Armour Square,41.8461834,-87.63391232,Entire home/apt,3,$65.00,$21.67,36,26/04/2017,2.55
Quiet room in Quiet neighborhood!,Chatham,41.72762917,-87.6130718,Private room,2,$40.00,$20.00,181,07/05/2017,2.79
Modern Loft DOWNTOWN,Chatham,41.7490157,-87.61678555,Private room,1,$145.00,$145.00,92,26/04/2017,4.72
Loop High Rise DOWNTOWN (Loop),Chatham,41.74895868,-87.61657709,Private room,1,$119.00,$119.00,144,24/04/2017,5.71
91 Street,Chatham,41.73027517,-87.60916775,Entire home/apt,2,$212.00,$106.00,0,,
Serene South Side Sanctuary,Calumet Heights,41.73030128,-87.58788959,Private room,1,$98.00,$98.00,7,28/03/2017,0.92
Southside Space,Roseland,41.72203655,-87.62144279,Entire home/apt,2,$110.00,$55.00,4,01/05/2017,3.53
The Fernwood Community!,Roseland,41.70173871,-87.63604782,Private room,1,$50.00,$50.00,0,,
Private in-law suite near Wrigley Field,North Center,41.94567977,-87.67663882,Private room,1,$90.00,$90.00,14,23/04/2017,1.48
Cozy Private Room in Roscoe Village,North Center,41.94430363,-87.68090108,Private room,1,$50.00,$50.00,74,07/05/2017,3.42
Wrigleyville,North Center,41.9472688,-87.68477905,Private room,1,$50.00,$50.00,5,06/05/2017,0.54
Wrigleyville spare,North Center,41.9460051,-87.68495668,Private room,1,$50.00,$50.00,35,06/05/2017,3.83
Roscoe Village Haven,North Center,41.94321622,-87.68633202,Entire home/apt,2,$95.00,$47.50,13,09/01/2017,1.55
Roscoe Village 2BD/1BA Fireplace E1,North Center,41.94408477,-87.67646221,Entire home/apt,2,$275.00,$137.50,4,01/11/2016,0.24
"Cozy 2BR in Lincoln Square w/ A/C, W/D, cable!",North Center,41.95873521,-87.67684375,Entire home/apt,2,$200.00,$100.00,0,,
Newly-renovated two-story brick home,North Center,41.95222637,-87.6854664,Entire home/apt,2,$400.00,$200.00,1,21/01/2017,0.15
Roscoe Village's finest accommodations,North Center,41.9454368,-87.67918905,Entire home/apt,2,$175.00,$87.50,30,07/05/2017,3.05
"Cozy & Cute Room, Great Locale",North Center,41.95037691,-87.67998482,Private room,2,$45.00,$22.50,1,11/08/2014,0.03
Lakeview charming hospitality,North Center,41.94164944,-87.6768937,Private room,1,$125.00,$125.00,5,23/04/2017,0.63
Roscoe Village 3 Bedroom Gem!,North Center,41.94158145,-87.67726512,Entire home/apt,3,$239.00,$79.67,44,07/04/2017,1.9
Garden Suite:Adorable City Cottage,North Center,41.93673011,-87.68339524,Entire home/apt,2,$159.00,$79.50,33,06/11/2016,0.97
Roscoe 3BD/2BA w/Fireplace (vn2),North Center,41.93974004,-87.68155217,Entire home/apt,2,$390.00,$195.00,4,07/04/2017,0.36
Cute Roscoe Village Apartment,North Center,41.93688354,-87.68471964,Entire home/apt,1,$109.00,$109.00,18,06/11/2016,1.69
[Cubs] Lovely 2BR in West Lakeview!,North Center,41.94658744,-87.67405746,Entire home/apt,2,$147.00,$73.50,5,07/05/2017,0.71
Beautuful home available for Cubs World Series.,North Center,41.94464916,-87.68397237,Entire home/apt,2,"$2,000.00","$1,000.00",0,,
Cozy Garden Studio ,North Center,41.9427444,-87.67377761,Entire home/apt,3,$105.00,$35.00,44,07/11/2016,0.62
Sunny Penthouse w/ Private Roofdeck 2 Bed/2 Bath,North Center,41.93412936,-87.67761532,Entire home/apt,2,$300.00,$150.00,2,09/10/2016,0.26
Perfect Family-friendly house,North Center,41.95730119,-87.68005508,Entire home/apt,3,$475.00,$158.33,11,10/10/2016,0.5
Roscoe 3BD/2BA w/Fireplace (vs2),North Center,41.9403109,-87.68017674,Entire home/apt,2,$340.00,$170.00,9,10/10/2016,0.47
Roscoe Village 3BD/2BAFireplace vs1,North Center,41.94010116,-87.68039941,Entire home/apt,2,$340.00,$170.00,7,02/01/2017,0.33
Beautiful Roscoe Village Apartment!,North Center,41.94424971,-87.68671377,Entire home/apt,1,$70.00,$70.00,14,04/10/2016,0.39
Lincoln Square Garden apartment,North Center,41.95951821,-87.68315509,Entire home/apt,2,$130.00,$65.00,38,30/04/2017,1.22
North Center  2 bdr 2 bth 6+ guests,North Center,41.95317702,-87.68716044,Entire home/apt,1,$75.00,$75.00,2,09/04/2017,0.48
Upscale Home: 2Br/5Bed Roscoe Village/ Cubs,North Center,41.94691144,-87.68787102,Entire home/apt,3,$147.00,$49.00,84,15/03/2017,3.17
Roscoe 3BD/2BA w/Fireplace (r2),North Center,41.94363982,-87.68154739,Entire home/apt,2,$340.00,$170.00,4,05/09/2016,0.21
Roscoe Village 3 bedroom 1 bath clean cozy large,North Center,41.93842676,-87.68347688,Entire home/apt,2,$150.00,$75.00,8,23/04/2017,1.59
Classic Chicago Flat on Addison,North Center,41.9489788,-87.67811504,Entire home/apt,2,$200.00,$100.00,4,07/05/2017,0.63
"Large, Sunny, Vintage Apartment, Great Location",North Center,41.95042167,-87.67951429,Entire home/apt,4,$130.00,$32.50,0,,
Convenient Ravenswood home Chicago,North Center,41.95354202,-87.68085067,Private room,1,$55.00,$55.00,23,20/02/2017,1.84
1 or 2 rooms town house,North Center,41.94028608,-87.69356708,Private room,1,$90.00,$90.00,39,13/06/2016,1.08
Modern Victorian Home in Roscoe Village,North Center,41.94393097,-87.67573953,Entire home/apt,1,$600.00,$600.00,8,06/11/2016,0.63
Luxury 1BR in Roscoe Village-Walk to Wrigley Field,North Center,41.94576273,-87.67784871,Entire home/apt,2,$175.00,$87.50,3,31/03/2017,0.42
2BD/2BA Garden w/Fireplace (vng),North Center,41.94058657,-87.67951884,Entire home/apt,2,$275.00,$137.50,13,04/12/2016,0.85
Spacious & Charming 3 BR in Roscoe Village,North Center,41.93772433,-87.68062512,Entire home/apt,2,$146.00,$73.00,27,09/05/2017,3.16
"10 minutes to Wrigley Field, 30 minutes to Loop!",North Center,41.96067028,-87.67766558,Private room,1,$50.00,$50.00,15,07/05/2017,2.39
Luxury Apartment w/ Private Bedroom-Lincoln Park,North Center,41.93632393,-87.677297,Private room,1,$150.00,$150.00,0,,
Huge Penthouse Duplex with Amazing views!,North Center,41.94001434,-87.68662829,Entire home/apt,3,$295.00,$98.33,5,19/03/2017,0.73
Retreat on Roscoe,North Center,41.94410736,-87.68077639,Entire home/apt,2,$175.00,$87.50,8,07/05/2017,4.53
Great Location,North Center,41.95898847,-87.6843465,Entire home/apt,1,$250.00,$250.00,3,18/03/2017,0.56
Sunny Lincoln Square Studio!,North Center,41.96004387,-87.68144967,Private room,1,$145.00,$145.00,1,20/10/2015,0.05
Charming 2BR in Lake View,North Center,41.95367351,-87.67717726,Entire home/apt,2,$129.00,$64.50,0,,
Large Duplex 1BR near Hamlin Park,North Center,41.93461912,-87.6776388,Entire home/apt,30,$95.00,$3.17,1,21/12/2016,0.21
"Lincoln Square, 1 Bedroom, Private and Clean!",North Center,41.95927447,-87.67828399,Entire home/apt,2,$120.00,$60.00,6,12/02/2017,0.58
Cozy Garden Unit Apartment near Wrigleyville,North Center,41.95258304,-87.68708435,Entire home/apt,1,$112.00,$112.00,24,24/04/2017,2.88
4BD/2BA Suite w/Fireplace (re2),North Center,41.94372591,-87.67556586,Entire home/apt,2,$430.00,$215.00,8,19/03/2017,0.41
"Homey, & steps to CTA! 1bd-sleeps 4",North Center,41.95697086,-87.67728273,Entire home/apt,1,$170.00,$170.00,2,06/11/2016,0.31
"Garden Apartment, close to ""L"" and Wrigley",North Center,41.95022411,-87.67865342,Entire home/apt,1,$150.00,$150.00,11,07/05/2017,1.7
Adorable renovated studio in Lincoln Square,North Center,41.95950075,-87.6813164,Entire home/apt,1,$95.00,$95.00,35,07/05/2017,3.22
Roscoe 3BD/2BA w/Fireplace (vn1),North Center,41.94106333,-87.68213943,Entire home/apt,2,$365.00,$182.50,6,06/12/2016,0.46
"Modern 2BR Garden Apartment, Close to Everything",North Center,41.95683605,-87.67772702,Entire home/apt,2,$175.00,$87.50,1,06/05/2017,1
Beautiful 2 Story Chicago Home,North Center,41.94783723,-87.68798323,Entire home/apt,2,$189.00,$94.50,33,07/05/2017,2.61
Room in Comfortable Chicago Home,North Center,41.93969011,-87.68455955,Private room,1,$40.00,$40.00,3,30/04/2017,0.47
2BD/1BA Suite w/Fireplace (hp1) FREE PARKING!!,North Center,41.93810123,-87.68160999,Entire home/apt,2,$250.00,$125.00,2,15/06/2016,0.16
Cozy 2br 4bd apt,North Center,41.94231489,-87.68208131,Entire home/apt,3,$95.00,$31.67,10,15/04/2017,1.26
Spacious 4BD - Private Backyard - Roscoe Village!,North Center,41.93812225,-87.6864275,Entire home/apt,3,$275.00,$91.67,14,28/03/2017,1.22
Spacious 2 bedroom in Roscoe Village with Garage,North Center,41.94299482,-87.67941073,Entire home/apt,2,$200.00,$100.00,20,30/04/2017,2.42
Charming home in Roscoe Village/W. Lakeview,North Center,41.93904382,-87.68124514,Entire home/apt,2,$199.00,$99.50,31,06/05/2017,4.1
"Charming Coach House in Roscoe Village, Chicago",North Center,41.94224355,-87.68491572,Entire home/apt,2,$140.00,$70.00,60,02/05/2017,3.33
Cozy Garden Unit Located in North Center,North Center,41.95521421,-87.68862312,Entire home/apt,2,$125.00,$62.50,7,23/04/2017,0.7
Bright 2BR Garden Apartment near Wrigley Field,North Center,41.94816628,-87.67619998,Entire home/apt,2,$125.00,$62.50,19,07/05/2017,4.07
Modern Victorian Master Bed & Bath,North Center,41.94561407,-87.67746215,Private room,1,$85.00,$85.00,41,02/04/2017,3.11
Modern Vintage in North Center,North Center,41.95719802,-87.67654274,Entire home/apt,2,$145.00,$72.50,54,06/05/2017,2.65
"North side convenience, uncongested + free parking",North Center,41.95025145,-87.68318669,Entire home/apt,2,$120.00,$60.00,4,11/04/2017,0.4
Bohemian 1BR in Roscoe Village,North Center,41.9435933,-87.67984265,Entire home/apt,2,$79.00,$39.50,0,,
Roscoe 2BD/2BA Apt w/Fireplace (r3),North Center,41.94241763,-87.68019935,Entire home/apt,2,$275.00,$137.50,4,24/04/2017,0.27
Penthouse duplex with amazing views!,North Center,41.94000952,-87.6878284,Private room,1,$80.00,$80.00,0,,
Private Coachhouse with Yard,North Center,41.95694066,-87.67935578,Entire home/apt,2,$49.00,$24.50,38,29/04/2017,3.44
Cozy Private Bedroom in Roscoe Village/Lakeview,North Center,41.94160478,-87.67492769,Private room,1,$49.00,$49.00,15,03/04/2017,3.41
Huge Classic Roscoe Village Flat w/ Backyard,North Center,41.94718765,-87.68818106,Private room,1,$69.00,$69.00,0,,
LUXURY APARTMENT CHICAGO Roscoe Village+ FREE PARK,North Center,41.94488593,-87.68454733,Entire home/apt,1,$118.00,$118.00,28,09/04/2017,3.29
Spacious 2 bedroom steps to train!,North Center,41.96089264,-87.67980648,Private room,1,$140.00,$140.00,21,31/10/2016,0.59
